"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"Western Australia",20165007,"WA","Sep",2016,"Saturday","19:31","Multiple","No","No","No","70","Passenger","Female",60,"Major Cities of Australia","Perth - North West","Joondalup (C)","LOCAL ROAD","No","No","40_to_64","Weekend","Night","Joondalup",-31.763347,115.756405,-25.760321,122.805176,5
"Western Australia",20185087,"WA","Aug",2018,"Friday","2:59","Single","No","No","No","70","Motorcycle rider","Male",42,"Major Cities of Australia","Perth - South East","Victoria Park (T)","National or State Highway","No","No","40_to_64","Weekday","Night","Victoria Park",-31.971725,115.896029,-25.760321,122.805176,5
"Western Australia",20185104,"WA","Sep",2018,"Saturday","12:13","Single","No","No","No","110","Motorcycle rider","Male",28,"Very Remote Australia","Western Australia - Outback (South)","Carnarvon (S)","National or State Highway","No","No","26_to_39","Weekend","Day","Carnarvon",-24.734545,115.15198,-25.760321,122.805176,5
"Western Australia",20185064,"WA","Dec",2018,"Sunday","17:20","Single","No","No","No","90","Driver","Male",19,"Inner Regional Australia","Bunbury","Harvey (S)","National or State Highway","No","No","17_to_25","Weekend","Day","Harvey",-33.031221,116.029777,-25.760321,122.805176,5
"Western Australia",20175143,"WA","Jun",2017,"Tuesday","16:35","Pedestrian","No","No","No","60","Pedestrian","Male",79,"Major Cities of Australia","Perth - North East","Bassendean (T)","Local Road","No","No","75_or_older","Weekday","Day","Bassendean",-31.901801,115.942572,-25.760321,122.805176,5
"Western Australia",20185121,"WA","Sep",2018,"Sunday","20:22","Multiple","No","No","No","110","Driver","Male",20,"Inner Regional Australia","Bunbury","Busselton (C)","National or State Highway","No","No","17_to_25","Weekend","Night","Busselton",-33.728945,115.302732,-25.760321,122.805176,5
"Western Australia",20175112,"WA","Mar",2017,"Thursday","2:00","Single","No","No","No","110","Driver","Male",34,"Remote Australia","Western Australia - Wheat Belt","Westonia (S)","Local Road","No","No","26_to_39","Weekday","Night","Westonia",-31.169257,118.681242,-25.760321,122.805176,5
"Western Australia",20175147,"WA","Jun",2017,"Friday","17:17","Multiple","No","No","No","60","Driver","Male",84,"Major Cities of Australia","Perth - North West","Stirling (C)","National or State Highway","No","No","75_or_older","Weekday","Day","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20185088,"WA","Dec",2018,"Sunday","15:18","Multiple","Yes","No","No","110","Passenger","Male",-9,"Outer Regional Australia","Western Australia - Wheat Belt","Gingin (S)","Arterial Road","No","No","-9","Weekend","Day","Gingin",-31.237406,115.82111,-25.760321,122.805176,5
"Western Australia",20175080,"WA","Apr",2017,"Friday","14:03","Multiple","No","No","No","60","Motorcycle rider","Male",22,"Major Cities of Australia","Perth - North West","Stirling (C)","Arterial Road","No","No","17_to_25","Weekday","Day","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20175068,"WA","Mar",2017,"Saturday","4:45","Single","No","No","No","20","Passenger","Female",48,"","","Bunbury (C)","","No","No","40_to_64","Weekend","Night","Bunbury",-33.341076,115.649205,-25.760321,122.805176,5
"Western Australia",20175073,"WA","Dec",2017,"Thursday","14:00","Single","No","No","No","80","Motorcycle rider","Male",51,"Inner Regional Australia","Western Australia - Wheat Belt","Toodyay (S)","Local Road","No","No","40_to_64","Weekday","Day","Toodyay",-31.484853,116.38064,-25.760321,122.805176,5
"Western Australia",20185065,"WA","Jan",2018,"Wednesday","12:14","Multiple","No","No","No","110","Driver","Female",49,"Outer Regional Australia","Western Australia - Outback (South)","Irwin (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Irwin",-29.327323,115.098073,-25.760321,122.805176,5
"Western Australia",20165119,"WA","Nov",2016,"Thursday","0:15","Single","No","No","No","110","Driver","Female",32,"Outer Regional Australia","Western Australia - Wheat Belt","Boddington (S)","NATIONAL OR STATE HIGHWAY","No","No","26_to_39","Weekday","Night","Boddington",-32.805438,116.413369,-25.760321,122.805176,5
"Western Australia",20175029,"WA","Dec",2017,"Friday","5:39","Multiple","No","No","No","60","Driver","Male",54,"Inner Regional Australia","Bunbury","Bunbury (C)","National or State Highway","No","No","40_to_64","Weekday","Night","Bunbury",-33.341076,115.649205,-25.760321,122.805176,5
"Western Australia",20175083,"WA","Nov",2017,"Saturday","5:31","Multiple","No","No","No","80","Motorcycle rider","Male",22,"Major Cities of Australia","Perth - Inner","Perth (C)","National or State Highway","No","No","17_to_25","Weekend","Night","Perth",-31.948762,115.859912,-25.760321,122.805176,5
"Western Australia",20175002,"WA","Oct",2017,"Tuesday","17:00","Single","No","No","No","100","Driver","Male",72,"Outer Regional Australia","Bunbury","Nannup (S)","Arterial Road","No","No","65_to_74","Weekday","Day","Nannup",-34.055304,115.626518,-25.760321,122.805176,5
"Western Australia",20165053,"WA","Sep",2016,"Monday","16:35","Multiple","No","No","No","100","Motorcycle rider","Male",43,"Major Cities of Australia","Perth - North West","Wanneroo (C)","LOCAL ROAD","No","No","40_to_64","Weekday","Day","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20175120,"WA","Mar",2017,"Friday","11:02","Multiple","No","No","Yes","80","Motorcycle rider","Male",54,"Major Cities of Australia","Perth - North East","Mundaring (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Mundaring",-31.949349,116.28143,-25.760321,122.805176,5
"Western Australia",20175106,"WA","Mar",2017,"Thursday","20:20","Multiple","No","No","No","60","Motorcycle rider","Male",52,"Major Cities of Australia","Perth - Inner","Claremont (T)","Arterial Road","No","No","40_to_64","Weekday","Night","Claremont",-31.971647,115.77639,-25.760321,122.805176,5
"Western Australia",20175148,"WA","Mar",2017,"Tuesday","17:15","Single","No","No","No","50","Motorcycle rider","Male",17,"Inner Regional Australia","Bunbury","Busselton (C)","Local Road","No","No","17_to_25","Weekday","Day","Busselton",-33.728945,115.302732,-25.760321,122.805176,5
"Western Australia",20165143,"WA","Jul",2016,"Friday","18:00","Pedestrian","No","No","No","60","Pedestrian","Female",78,"Major Cities of Australia","Perth - Inner","Claremont (T)","NATIONAL OR STATE HIGHWAY","No","No","75_or_older","Weekend","Night","Claremont",-31.971647,115.77639,-25.760321,122.805176,5
"Western Australia",20185139,"WA","Jun",2018,"Sunday","1:24","Single","No","No","No","60","Driver","Male",26,"Major Cities of Australia","Perth - South West","Rockingham (C)","Arterial Road","No","No","26_to_39","Weekend","Night","Rockingham",-32.281957,115.75773,-25.760321,122.805176,5
"Western Australia",20175140,"WA","Nov",2017,"Sunday","8:19","Single","No","No","No","80","Driver","Female",44,"Outer Regional Australia","Western Australia - Wheat Belt","Albany (C)","Local Road","No","No","40_to_64","Weekend","Day","Albany",-34.905438,117.863286,-25.760321,122.805176,5
"Western Australia",20175056,"WA","Mar",2017,"Monday","15:15","Single","No","No","No","60","Other/-9","Female",98,"Major Cities of Australia","Perth - Inner","Nedlands (C)","National or State Highway","No","No","75_or_older","Weekday","Day","Nedlands",-31.985791,115.804692,-25.760321,122.805176,5
"Western Australia",20175074,"WA","Jul",2017,"Sunday","20:50","Single","No","No","No","80","Driver","Male",50,"Inner Regional Australia","Perth - North West","Wanneroo (C)","Arterial Road","No","No","40_to_64","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20185084,"WA","Oct",2018,"Saturday","22:40","Single","No","No","No","110","Driver","Male",19,"Inner Regional Australia","Western Australia - Wheat Belt","Boddington (S)","National or State Highway","No","No","17_to_25","Weekend","Night","Boddington",-32.805438,116.413369,-25.760321,122.805176,5
"Western Australia",20175144,"WA","Jan",2017,"Saturday","21:30","Single","No","No","No","20","Passenger","Male",19,"","","Wanneroo (C)","","No","No","17_to_25","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20185102,"WA","Oct",2018,"Saturday","10:35","Single","No","No","No","70","Motorcycle rider","Male",38,"Inner Regional Australia","Perth - South East","Kalamunda (C)","Arterial Road","No","No","26_to_39","Weekend","Day","Kalamunda",-32.108961,116.208263,-25.760321,122.805176,5
"Western Australia",20175051,"WA","Dec",2017,"Saturday","11:27","Single","No","No","No","110","Motorcycle rider","Male",57,"Outer Regional Australia","Western Australia - Wheat Belt","Chittering (S)","Arterial Road","No","No","40_to_64","Weekend","Day","Chittering",-31.622021,116.072828,-25.760321,122.805176,5
"Western Australia",20185129,"WA","Sep",2018,"Wednesday","15:27","Single","No","No","No","80","Driver","Male",43,"Inner Regional Australia","Perth - North East","Kalamunda (C)","Arterial Road","No","No","40_to_64","Weekday","Day","Kalamunda",-32.108961,116.208263,-25.760321,122.805176,5
"Western Australia",20165097,"WA","Oct",2016,"Wednesday","20:48","Single","No","No","No","70","Motorcycle rider","Male",30,"Major Cities of Australia","Perth - South East","Gosnells (C)","ARTERIAL ROAD","No","No","26_to_39","Weekday","Night","Gosnells",-32.078535,116.008603,-25.760321,122.805176,5
"Western Australia",20185101,"WA","Dec",2018,"Thursday","6:20","Single","No","No","No","110","Driver","Female",49,"Inner Regional Australia","Perth - South East","Armadale (C)","National or State Highway","No","No","40_to_64","Weekday","Day","Armadale",-32.158675,115.997934,-25.760321,122.805176,5
"Western Australia",20165062,"WA","Dec",2016,"Monday","11:40","Multiple","No","No","Yes","110","Driver","Male",19,"Remote Australia","Western Australia - Wheat Belt","Jerramungup (S)","NATIONAL OR STATE HIGHWAY","No","No","17_to_25","Weekday","Day","Jerramungup",-33.990448,119.237195,-25.760321,122.805176,5
"Western Australia",20165090,"WA","Jul",2016,"Thursday","15:48","Single","No","No","No","100","Driver","Male",17,"Inner Regional Australia","Bunbury","Collie (S)","LOCAL ROAD","No","No","17_to_25","Weekday","Day","Collie",-33.35257,116.204886,-25.760321,122.805176,5
"Western Australia",20165110,"WA","Dec",2016,"Friday","15:25","Single","No","No","No","110","Passenger","Male",21,"Very Remote Australia","Western Australia - Wheat Belt","Kondinin (S)","LOCAL ROAD","No","No","17_to_25","Weekday","Day","Kondinin",-32.422646,118.351936,-25.760321,122.805176,5
"Western Australia",20185065,"WA","Jan",2018,"Wednesday","12:14","Multiple","No","No","No","110","Passenger","Female",41,"Outer Regional Australia","Western Australia - Outback (South)","Irwin (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Irwin",-29.327323,115.098073,-25.760321,122.805176,5
"Western Australia",20165026,"WA","Feb",2016,"Saturday","13:26","Single","No","No","No","110","Motorcycle rider","Male",51,"Outer Regional Australia","Western Australia - Wheat Belt","Albany (C)","ARTERIAL ROAD","No","No","40_to_64","Weekend","Day","Albany",-34.905438,117.863286,-25.760321,122.805176,5
"Western Australia",20185099,"WA","Nov",2018,"Friday","15:45","Single","No","No","No","110","Driver","Male",71,"Inner Regional Australia","Western Australia - Wheat Belt","York (S)","Arterial Road","No","No","65_to_74","Weekday","Day","York",-31.896269,116.742895,-25.760321,122.805176,5
"Western Australia",20185113,"WA","May",2018,"Wednesday","15:11","Single","No","No","No","110","Driver","Male",31,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","Local Road","No","No","26_to_39","Weekday","Day","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20175118,"WA","Feb",2017,"Friday","18:15","Single","No","No","No","50","Motorcycle rider","Male",25,"Major Cities of Australia","Perth - North West","Wanneroo (C)","Undetermined","No","No","17_to_25","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20185037,"WA","Jan",2018,"Tuesday","6:25","Multiple","No","No","No","70","Driver","Male",27,"Inner Regional Australia","Bunbury","Harvey (S)","Local Road","No","No","26_to_39","Weekday","Day","Harvey",-33.031221,116.029777,-25.760321,122.805176,5
"Western Australia",20185063,"WA","Nov",2018,"Monday","2:04","Single","No","No","No","90","Driver","Male",22,"Major Cities of Australia","Perth - North West","Stirling (C)","National or State Highway","No","No","17_to_25","Weekend","Night","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20175069,"WA","Apr",2017,"Monday","18:50","Single","No","No","No","50","Driver","Female",21,"Major Cities of Australia","Perth - North West","Wanneroo (C)","Local Road","No","No","17_to_25","Weekday","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20165161,"WA","Mar",2016,"Monday","15:30","Multiple","Yes","No","No","110","Driver","Male",70,"Outer Regional Australia","Western Australia - Wheat Belt","Quairading (S)","LOCAL ROAD","No","No","65_to_74","Weekday","Day","Quairading",-31.951084,117.406271,-25.760321,122.805176,5
"Western Australia",20185080,"WA","Jan",2018,"Tuesday","5:30","Single","No","No","No","110","Driver","Male",46,"Major Cities of Australia","Perth - North West","Wanneroo (C)","Local Road","Yes","No","40_to_64","Weekday","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20175132,"WA","Oct",2017,"Friday","19:45","Single","No","No","No","50","Passenger","Male",17,"Major Cities of Australia","Perth - South West","Rockingham (C)","Local Road","No","No","17_to_25","Weekend","Night","Rockingham",-32.281957,115.75773,-25.760321,122.805176,5
"Western Australia",20165162,"WA","Dec",2016,"Monday","5:00","Single","No","No","No","110","Driver","Female",21,"Outer Regional Australia","Western Australia - Wheat Belt","Narrogin (S)","ARTERIAL ROAD","No","No","17_to_25","Weekend","Night","Narrogin",-32.979123,117.306862,-25.760321,122.805176,5
"Western Australia",20175011,"WA","Jun",2017,"Friday","15:00","Multiple","No","No","Yes","40","Driver","Male",46,"Very Remote Australia","Western Australia - Outback (North)","Port Hedland (T)","National or State Highway","No","No","40_to_64","Weekday","Day","Port Hedland",-20.710799,118.441716,-25.760321,122.805176,5
"Western Australia",20175094,"WA","Aug",2017,"Thursday","16:40","Multiple","Yes","No","No","60","Pedal cyclist","Male",57,"Major Cities of Australia","Perth - South West","Melville (C)","Arterial Road","No","No","40_to_64","Weekday","Day","Melville",-32.03954,115.800233,-25.760321,122.805176,5
"Western Australia",20175043,"WA","Dec",2017,"Wednesday","17:08","Single","No","Yes","No","110","Passenger","Female",45,"Very Remote Australia","Western Australia - Outback (North)","Broome (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Broome",-18.773365,122.753792,-25.760321,122.805176,5
"Western Australia",20175071,"WA","Apr",2017,"Monday","10:25","Single","No","No","No","90","Driver","Male",36,"Outer Regional Australia","Western Australia - Wheat Belt","Denmark (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Denmark",-34.902512,117.158861,-25.760321,122.805176,5
"Western Australia",20185003,"WA","Oct",2018,"Thursday","15:30","Single","No","No","No","110","Passenger","Female",37,"Remote Australia","Western Australia - Outback (South)","Northampton (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Northampton",-27.832196,114.852437,-25.760321,122.805176,5
"Western Australia",20185054,"WA","Dec",2018,"Tuesday","12:30","Single","No","No","No","110","Driver","Female",17,"Inner Regional Australia","Mandurah","Mandurah (C)","Local Road","No","No","17_to_25","Weekday","Day","Mandurah",-32.557981,115.728286,-25.760321,122.805176,5
"Western Australia",20185076,"WA","Feb",2018,"Tuesday","6:46","Single","No","No","No","70","Driver","Male",22,"Major Cities of Australia","Perth - North West","Wanneroo (C)","Arterial Road","No","No","17_to_25","Weekday","Day","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20175135,"WA","Apr",2017,"Tuesday","6:16","Multiple","No","Yes","No","100","Driver","Male",18,"Major Cities of Australia","Perth - South East","Armadale (C)","Arterial Road","No","No","17_to_25","Weekday","Day","Armadale",-32.158675,115.997934,-25.760321,122.805176,5
"Western Australia",20165043,"WA","Nov",2016,"Friday","0:10","Single","No","No","No","60","Motorcycle rider","Male",39,"Major Cities of Australia","Perth - North West","Stirling (C)","ARTERIAL ROAD","No","No","26_to_39","Weekday","Night","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20165044,"WA","Mar",2016,"Sunday","21:00","Multiple","No","No","No","90","Driver","Female",47,"Inner Regional Australia","Perth - North West","Wanneroo (C)","ARTERIAL ROAD","No","No","40_to_64","Weekend","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20185091,"WA","Mar",2018,"Saturday","14:00","Multiple","No","No","No","90","Motorcycle rider","Male",48,"Outer Regional Australia","Bunbury","Nannup (S)","Arterial Road","No","No","40_to_64","Weekend","Day","Nannup",-34.055304,115.626518,-25.760321,122.805176,5
"Western Australia",20185073,"WA","Jun",2018,"Monday","10:30","Single","No","No","No","110","Passenger","Male",76,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","Arterial Road","No","No","75_or_older","Weekday","Day","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20165167,"WA","Oct",2016,"Sunday","16:12","Single","No","No","No","110","Motorcycle pillion passenger","Female",10,"Inner Regional Australia","Bunbury","Dardanup (S)","LOCAL ROAD","No","No","0_to_16","Weekend","Day","Dardanup",-33.410436,115.828921,-25.760321,122.805176,5
"Western Australia",20185100,"WA","Sep",2018,"Saturday","21:16","Pedestrian","No","No","No","90","Pedestrian","Male",22,"Major Cities of Australia","Perth - South West","Rockingham (C)","National or State Highway","No","No","17_to_25","Weekend","Night","Rockingham",-32.281957,115.75773,-25.760321,122.805176,5
"Western Australia",20185057,"WA","Jun",2018,"Saturday","1:35","Single","No","No","No","70","Driver","Male",46,"Major Cities of Australia","Perth - North West","Stirling (C)","Arterial Road","No","No","40_to_64","Weekend","Night","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20175096,"WA","Apr",2017,"Friday","2:50","Single","No","No","No","80","Motorcycle rider","Male",44,"Major Cities of Australia","Perth - South East","Armadale (C)","Local Road","No","No","40_to_64","Weekday","Night","Armadale",-32.158675,115.997934,-25.760321,122.805176,5
"Western Australia",20165073,"WA","Jul",2016,"Saturday","7:48","Multiple","No","No","No","110","Driver","Male",30,"Inner Regional Australia","Perth - North East","Mundaring (S)","NATIONAL OR STATE HIGHWAY","No","No","26_to_39","Weekend","Day","Mundaring",-31.949349,116.28143,-25.760321,122.805176,5
"Western Australia",20165031,"WA","Jul",2016,"Friday","14:54","Multiple","No","No","No","80","Motorcycle rider","Male",19,"Major Cities of Australia","Mandurah","Mandurah (C)","LOCAL ROAD","No","No","17_to_25","Weekday","Day","Mandurah",-32.557981,115.728286,-25.760321,122.805176,5
"Western Australia",20185033,"WA","Dec",2018,"Saturday","9:02","Multiple","No","No","Yes","110","Passenger","Male",41,"Outer Regional Australia","Western Australia - Wheat Belt","Dandaragan (S)","National or State Highway","No","No","40_to_64","Weekend","Day","Dandaragan",-30.72155,115.718713,-25.760321,122.805176,5
"Western Australia",20165006,"WA","Apr",2016,"Wednesday","15:56","Multiple","No","No","No","110","Driver","Male",35,"Inner Regional Australia","Western Australia - Wheat Belt","Boddington (S)","ARTERIAL ROAD","No","No","26_to_39","Weekday","Day","Boddington",-32.805438,116.413369,-25.760321,122.805176,5
"Western Australia",20185075,"WA","Dec",2018,"Thursday","12:00","Multiple","No","Yes","No","110","Driver","Male",85,"Remote Australia","Western Australia - Outback (South)","Esperance (S)","National or State Highway","Yes","No","75_or_older","Weekday","Day","Esperance",-33.401152,122.211127,-25.760321,122.805176,5
"Western Australia",20165011,"WA","Nov",2016,"Saturday","22:20","Single","No","No","No","110","Driver","Male",39,"Outer Regional Australia","Western Australia - Wheat Belt","Denmark (S)","NATIONAL OR STATE HIGHWAY","No","No","26_to_39","Weekend","Night","Denmark",-34.902512,117.158861,-25.760321,122.805176,5
"Western Australia",20175066,"WA","Aug",2017,"Friday","11:34","Multiple","No","No","No","100","Driver","Male",79,"Major Cities of Australia","Perth - South West","Rockingham (C)","National or State Highway","No","No","75_or_older","Weekday","Day","Rockingham",-32.281957,115.75773,-25.760321,122.805176,5
"Western Australia",20165061,"WA","May",2016,"Friday","6:53","Pedestrian","No","No","No","60","Pedestrian","Male",80,"Major Cities of Australia","Perth - Inner","Subiaco (C)","ARTERIAL ROAD","No","No","75_or_older","Weekday","Day","Subiaco",-31.956599,115.811432,-25.760321,122.805176,5
"Western Australia",20185044,"WA","Mar",2018,"Friday","18:50","Multiple","Yes","No","No","50","Pedal cyclist","Male",26,"Major Cities of Australia","Perth - Inner","Perth (C)","Arterial Road","No","No","26_to_39","Weekend","Night","Perth",-31.948762,115.859912,-25.760321,122.805176,5
"Western Australia",20155015,"WA","Oct",2015,"Thursday","5:40","Multiple","No","Yes","No","90","Driver","Female",54,"Major Cities of Australia","Perth - North West","Wanneroo (C)","LOCAL ROAD","No","No","40_to_64","Weekday","Night","Wanneroo",-31.69444,115.845329,-25.760321,122.805176,5
"Western Australia",20165059,"WA","Mar",2016,"Saturday","23:50","Single","No","No","No","60","Passenger","Male",26,"Remote Australia","Western Australia - Wheat Belt","Bruce Rock (S)","ARTERIAL ROAD","No","No","26_to_39","Weekend","Night","Bruce Rock",-31.895542,118.1626,-25.760321,122.805176,5
"Western Australia",20165170,"WA","Oct",2016,"Sunday","21:31","Multiple","No","No","No","70","Motorcycle rider","Male",19,"Major Cities of Australia","Mandurah","Mandurah (C)","ARTERIAL ROAD","No","No","17_to_25","Weekend","Night","Mandurah",-32.557981,115.728286,-25.760321,122.805176,5
"Western Australia",20175017,"WA","Dec",2017,"Sunday","18:00","Single","No","No","No","-9","Passenger","Male",47,"","","Esperance","","Yes","No","40_to_64","Weekend","Night","Esperance",-33.401152,122.211127,-25.760321,122.805176,5
"Western Australia",20185067,"WA","Feb",2018,"Tuesday","16:30","Single","No","No","No","70","Driver","Male",26,"Inner Regional Australia","Bunbury","Harvey (S)","Local Road","No","No","26_to_39","Weekday","Day","Harvey",-33.031221,116.029777,-25.760321,122.805176,5
"Western Australia",20165087,"WA","Oct",2016,"Friday","9:20","Single","No","No","No","110","Driver","Male",75,"Inner Regional Australia","Western Australia - Wheat Belt","Northam (S)","ARTERIAL ROAD","No","No","75_or_older","Weekday","Day","Northam",-31.640292,116.681727,-25.760321,122.805176,5
"Western Australia",20175021,"WA","Dec",2017,"Wednesday","15:30","Single","No","No","No","110","Driver","Male",37,"Very Remote Australia","Western Australia - Outback (South)","Carnarvon (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Carnarvon",-24.734545,115.15198,-25.760321,122.805176,5
"Western Australia",20185097,"WA","Dec",2018,"Saturday","20:01","Pedestrian","No","No","No","50","Pedestrian","Male",29,"Major Cities of Australia","Perth - North West","Stirling (C)","Local Road","No","No","26_to_39","Weekend","Night","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20185008,"WA","Jan",2018,"Thursday","17:17","Pedestrian","No","No","No","60","Pedestrian","Female",41,"Major Cities of Australia","Perth - North West","Stirling (C)","Arterial Road","No","No","40_to_64","Weekday","Day","Stirling",-31.871671,115.811933,-25.760321,122.805176,5
"Western Australia",20185138,"WA","Apr",2018,"Wednesday","0:10","Single","No","No","No","50","Passenger","Male",23,"Inner Regional Australia","Western Australia - Wheat Belt","Boddington (S)","Arterial Road","No","No","17_to_25","Weekday","Night","Boddington",-32.805438,116.413369,-25.760321,122.805176,5
"Western Australia",20185053,"WA","Sep",2018,"Thursday","23:15","Single","No","No","No","110","Driver","Male",27,"Outer Regional Australia","Western Australia - Wheat Belt","Kellerberrin (S)","National or State Highway","No","No","26_to_39","Weekday","Night","Kellerberrin",-31.579991,117.679993,-25.760321,122.805176,5
"Western Australia",20165004,"WA","Feb",2016,"Tuesday","18:15","Single","No","No","No","110","Motorcycle rider","Male",48,"Inner Regional Australia","Bunbury","Collie (S)","ARTERIAL ROAD","No","No","40_to_64","Weekday","Night","Collie",-33.35257,116.204886,-25.760321,122.805176,5
"Western Australia",20175115,"WA","Mar",2017,"Wednesday","9:45","Multiple","No","No","No","70","Pedal cyclist","Male",74,"Inner Regional Australia","Bunbury","Busselton (C)","Arterial Road","No","No","65_to_74","Weekday","Day","Busselton",-33.728945,115.302732,-25.760321,122.805176,5
"Western Australia",20185134,"WA","Nov",2018,"Sunday","6:32","Single","No","No","No","110","Driver","Male",43,"Inner Regional Australia","Bunbury","Capel (S)","National or State Highway","No","No","40_to_64","Weekend","Day","Capel",-33.621176,115.615674,-25.760321,122.805176,5
"Western Australia",20175022,"WA","Oct",2017,"Tuesday","8:00","Single","No","No","No","110","Passenger","Male",26,"Very Remote Australia","Western Australia - Outback (South)","Dundas (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Dundas",-32.39502,123.744186,-25.760321,122.805176,5
"Western Australia",20185061,"WA","Mar",2018,"Monday","12:02","Pedestrian","No","No","No","60","Pedestrian","Male",93,"Major Cities of Australia","Perth - South West","Fremantle (C)","Arterial Road","No","No","75_or_older","Weekday","Day","Fremantle",-32.054065,115.754545,-25.760321,122.805176,5
"Western Australia",20185085,"WA","Jun",2018,"Sunday","10:22","Single","No","No","No","110","Driver","Male",30,"Outer Regional Australia","Western Australia - Wheat Belt","Cunderdin (S)","Local Road","No","No","26_to_39","Weekend","Day","Cunderdin",-31.651142,117.222062,-25.760321,122.805176,5
"Western Australia",20165166,"WA","Jun",2016,"Wednesday","5:40","Single","No","No","No","50","Driver","Female",25,"Major Cities of Australia","Perth - North West","Joondalup (C)","LOCAL ROAD","No","No","17_to_25","Weekday","Night","Joondalup",-31.763347,115.756405,-25.760321,122.805176,5
"Western Australia",20165016,"WA","Feb",2016,"Wednesday","6:39","Multiple","No","No","Yes","110","Driver","Female",31,"Outer Regional Australia","Western Australia - Wheat Belt","Williams (S)","NATIONAL OR STATE HIGHWAY","No","No","26_to_39","Weekday","Day","Williams",-33.0633,116.773204,-25.760321,122.805176,5
"Western Australia",20175004,"WA","Dec",2017,"Tuesday","20:12","Multiple","No","No","No","60","Motorcycle rider","Male",28,"Major Cities of Australia","Perth - South East","South Perth (C)","Local Road","No","No","26_to_39","Weekday","Night","South Perth",-31.982199,115.869482,-25.760321,122.805176,5
"Western Australia",20165116,"WA","Mar",2016,"Monday","8:00","Single","No","No","No","60","Driver","Male",30,"Remote Australia","Western Australia - Wheat Belt","Gnowangerup (S)","ARTERIAL ROAD","No","No","26_to_39","Weekday","Day","Gnowangerup",-33.869017,118.112783,-25.760321,122.805176,5
"Western Australia",20175130,"WA","Sep",2017,"Friday","16:07","Single","No","No","No","60","Motorcycle rider","Male",22,"Major Cities of Australia","Perth - Inner","Mosman Park (T)","National or State Highway","No","No","17_to_25","Weekday","Day","Mosman Park",-32.015976,115.763404,-25.760321,122.805176,5
"Western Australia",20165055,"WA","Jul",2016,"Sunday","22:39","Single","No","No","No","100","Driver","Male",52,"Major Cities of Australia","Perth - North East","Mundaring (S)","NATIONAL OR STATE HIGHWAY","No","No","40_to_64","Weekend","Night","Mundaring",-31.949349,116.28143,-25.760321,122.805176,5
"Western Australia",20175139,"WA","Jan",2017,"Saturday","1:33","Single","No","No","No","70","Driver","Male",23,"Inner Regional Australia","Bunbury","Busselton (C)","Arterial Road","No","No","17_to_25","Weekend","Night","Busselton",-33.728945,115.302732,-25.760321,122.805176,5
"Western Australia",20165154,"WA","Jan",2016,"Friday","15:24","Single","No","No","No","110","Driver","Male",19,"Inner Regional Australia","Western Australia - Wheat Belt","Toodyay (S)","ARTERIAL ROAD","No","No","17_to_25","Weekday","Day","Toodyay",-31.484853,116.38064,-25.760321,122.805176,5
"Western Australia",20185039,"WA","May",2018,"Tuesday","8:45","Multiple","No","No","No","50","Pedal cyclist","Male",75,"Major Cities of Australia","Perth - North West","Joondalup (C)","Local Road","No","No","75_or_older","Weekday","Day","Joondalup",-31.763347,115.756405,-25.760321,122.805176,5
